id,Job Title,Extracted Skills
955,Machine Learning,"agile, ai, amazon web services, analytical, apache, apache spark, api, architecture, artificial intelligence, bert, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, docker, elasticsearch, erp, gcp, git, github actions, gitlab ci, go, google cloud, grpc, huggingface, illustrator, ionic, java, javascript, less, machine learning, mercurial, microservices, ml, mocha, natural language processing, neural networks, nlp, nltk, objective-c, opencv, oracle, power bi, powershell, python, pytorch, r, react, react native, react.js, reactjs, rest, rest api, rust, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, statistics, tcp/ip, typescript, web3, webpack, websocket"
956,Backend Developer,"amazon web services, api, architecture, clean code, data warehouse, git, go, illustrator, java, mongodb, power bi, powershell, r, rest, rest api, restful, rust, spring, web3, webpack, websocket"
957,Django Developer,"api, apis, aws, azure, communication, deep learning, devops, django, flask, git, go, less, machine learning, networking, neural networks, postgres, postgresql, pytest, python, r, rest, rest api, scala, solid, sql, tdd, terraform, transformers"
958,iOS Developer,"ai, amazon web services, api, dl, go, html, ios, java, javascript, ml, objective-c, power bi, powershell, problem solving, r, rest, swift, web3, webpack, websocket"
959,Database Administrator,"ai, communication, data warehouse, dl, erp, github actions, go, illustrator, r, rust"
960,Node js developer,"agile, ai, amazon web services, analytical, api, communication, data warehouse, design patterns, devops, express, git, go, illustrator, kafka, mongodb, mysql, nodejs, nosql, oop, power bi, powershell, r, redis, rest, rust, scala, sql, tdd, web3, webpack, websocket"
961,Backend Developer,"ai, api, apis, bdd, bootstrap, ci/cd, css, docker, graphql, html, java, jenkins, jquery, junit, kafka, kubernetes, microservices, ml, nosql, oauth, r, react, rest, rest api, security, spring, springboot, sql"
962,Full Stack Developer,"angular, angularjs, api, aws, dynamodb, elasticsearch, flask, gitlab, gitlab ci, golang, html, java, laravel, leadership, matlab, ml, natural language processing, nodejs, postgres, postgresql, r, react, rest, rust, scala"
963,Full Stack Developer,"ai, analytical, api, communication, data visualization, dl, go, lua, power bi, r, sql"
964,Wordpress Developer,"apache, apache spark, bootstrap, chef, css, dl, ethereum, go, html, illustrator, java, javascript, jquery, ml, photoshop, powershell, r, shell"
965,Network Administrator,".net, adobe xd, ai, data pipeline, design patterns, hadoop, java, javascript, laravel, leadership, less, linux, mariadb, networking, neural networks, r, rest, scipy, security, system design, tcp/ip, typescript"
966,Software Engineer,"agile, ai, amazon web services, ansible, apache, architecture, automation testing, aws, bitbucket, ci/cd, cybersecurity, design patterns, devops, docker, git, github, github actions, gitlab, gitlab ci, go, google cloud, integration testing, ios, java, javascript, jenkins, junit, kafka, microservices, ml, mysql, oracle, postgres, postgresql, power bi, powershell, r, rest, scikit-learn, security, soap, solidity, spring, sql, sql server, sqlite, uml, unit testing, vite, web3, webpack, websocket"
967,PHP Developer,"ai, api, aws, git, github, php, python, r, rest, restful, sql, unit testing"
968,iOS Developer,"ai, amazon web services, analytical, apache, apache spark, architecture, artificial intelligence, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, docker, elasticsearch, gcp, github actions, gitlab ci, go, google cloud, grpc, huggingface, ionic, ios, javascript, machine learning, mercurial, microservices, mocha, natural language processing, objective-c, opencv, oracle, pytorch, r, react, react native, react.js, reactjs, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, statistics, swift, tcp/ip, typescript, webpack, websocket"
969,Java Developer,"ajax, angular, api, apis, architecture, bootstrap, communication, css, design patterns, git, go, google cloud, hadoop, html, java, javascript, jquery, ml, oop, oracle, r, scala, soap, spring, spring boot, sql, uml, xml"
971,Network Administrator,"ai, networking, neural networks, r, sql, system design, teamwork"
972,Full Stack Developer,"ai, api, architecture, aws, azure, bitbucket, chai, communication, dl, docker, go, jira, json, r, react, react.js"
973,Software Engineer,"agile, ai, data engineering, devops, dl, git, github, go, jenkins, lua, r"
975,JavaScript Developer,"ajax, angular, angularjs, bootstrap, css, dl, go, html, java, javascript, jquery, less, ml, r, react, sass, scala"
976,JavaScript Developer,"adobe xd, ai, amazon web services, architecture, aws, azure, bash, c#, data engineering, express, git, go, google cloud, hadoop, http, java, javascript, leadership, less, mariadb, microservices, ml, natural language processing, networking, oop, power bi, powershell, r, rest, security, shell, soap, ssl, typescript, web3, webpack, websocket"
977,iOS Developer,"agile, ai, amazon web services, analytical, api, apis, architecture, bitbucket, clean code, communication, cybersecurity, design patterns, dl, git, github, github actions, gitlab, gitlab ci, go, junit, microservices, networking, neural networks, power bi, powershell, r, scala, scikit-learn, security, solidity, sqlite, swift, teamwork, unit testing, vite, web3, webpack, websocket"
978,Wordpress Developer,"ai, architecture, bitbucket, css, cybersecurity, git, github, github actions, gitlab, gitlab ci, go, html, java, javascript, junit, ml, oop, php, r, scikit-learn, security, solidity, sqlite, unit testing, vite"
979,Flutter Developer,"ai, api, apis, architecture, clean code, dart, flutter, git, github, json, oauth, r, rest, restful"
980,Network Administrator,"ai, networking, neural networks, r, teamwork"
981,Network Administrator,"ai, amazon web services, analytical, apache, apache spark, architecture, artificial intelligence, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, docker, elasticsearch, gcp, git, github actions, gitlab ci, google cloud, grpc, huggingface, ionic, java, javascript, machine learning, mercurial, microservices, mocha, natural language processing, objective-c, opencv, oracle, power bi, powershell, problem solving, pytorch, r, react, react native, react.js, reactjs, rest, salesforce, sap, scala, scikit-learn, scipy, scrum, security, sketch, spacy, statistics, swiftui, tcp/ip, typescript, web3, webpack, websocket"
982,Java Developer,".net, agile, ai, amazon web services, analytical, apache, apache spark, api, architecture, artificial intelligence, asp.net, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, dl, docker, elasticsearch, gcp, github actions, gitlab ci, go, google cloud, grpc, http, huggingface, ionic, javascript, jira, machine learning, mercurial, microservices, mocha, natural language processing, networking, neural networks, objective-c, opencv, oracle, pytorch, r, react, react native, react.js, reactjs, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, sql, sql server, statistics, tcp/ip, teamwork, typescript, webpack, websocket"
983,Wordpress Developer,"ai, ajax, amazon web services, angular, automation testing, css, go, html, integration testing, java, javascript, jquery, ml, mysql, php, power bi, powershell, pytest, r, react, scala, security, sql, unit testing, web3, webpack, websocket, xml"
984,Software Engineer,"agile, ai, amazon web services, analytical, apache, apache spark, api, artificial intelligence, automation testing, ci/cd, circleci, communication, data analysis, data warehouse, design patterns, dl, erp, git, gitlab ci, go, google cloud, illustrator, leadership, power bi, powershell, r, react, rest, rust, salesforce, scikit-learn, scipy, system design, vite, web3, webpack, websocket"
985,Software Engineer,"c++, dl, go, java, networking, neural networks, r, teamwork"
986,Backend Developer,"ai, amazon web services, api, apis, automation testing, communication, css, git, go, html, integration testing, java, javascript, junit, less, ml, mysql, node.js, php, power bi, powershell, r, rest, restful, sass, sql, unit testing, vue, web3, webpack, websocket"
987,DevOps Engineer,"agile, ai, ansible, apache, artificial intelligence, aws, ci/cd, circleci, gitlab ci, go, linux, networking, nosql, perl, python, r, ruby, scikit-learn, scipy, security, sql, terraform, unix"
988,Machine Learning,"ai, amazon web services, data warehouse, git, github, illustrator, machine learning, power bi, powershell, r, rust, web3, webpack, websocket"
989,Node js developer,"agile, ajax, angular, api, apis, aws, clean code, css, docker, express, go, graphql, html, java, javascript, jquery, linux, microservices, ml, mongodb, mysql, nosql, r, redis, rest, restful, scala, scrum, security, sql"
990,PHP Developer,"ajax, amazon web services, architecture, css, design patterns, go, html, java, javascript, laravel, linux, ml, mysql, networking, neural networks, oop, php, power bi, powershell, r, sql, system design, teamwork, web3, webpack, websocket"
991,Node js developer,"angularjs, api, apis, clean code, expressjs, git, java, javascript, json, microservices, next.js, nextjs, node.js, nodejs, r, react, react.js, reactjs, rest, rest api, restful, swiftui, typescript, vue.js, vuejs, websocket"
992,DevOps Engineer,"ai, amazon web services, artificial intelligence, automation testing, aws, ci/cd, deep learning, devops, erp, gcp, git, go, jenkins, jira, kubernetes, leadership, machine learning, networking, neural networks, node.js, power bi, powershell, python, qa, r, ruby, security, spark, teamwork, web3, webpack, websocket"
993,DevOps Engineer,"agile, ai, amazon web services, ansible, architecture, artificial intelligence, automation testing, aws, bash, chef, ci/cd, circleci, computer vision, devops, docker, gcp, gitlab ci, go, google cloud, integration testing, java, jenkins, linux, networking, neural networks, power bi, powershell, puppet, python, r, rest, ruby, scikit-learn, scipy, shell, system design, unit testing, web3, webpack, websocket"
994,Django Developer,"agile, ai, amazon web services, api, aws, bdd, clean code, communication, design patterns, devops, django, dl, elasticsearch, erp, go, java, javascript, junit, machine learning, oop, power bi, powershell, r, react, reactjs, scala, seaborn, tdd, unit testing, web3, webpack, websocket"
995,Backend Developer,".net, agile, ai, airflow, amazon web services, analytical, android, ansible, api, apis, architecture, artificial intelligence, automation testing, azure, bitbucket, blockchain, bootstrap, c#, chai, ci/cd, circleci, communication, computer vision, css, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, devops, elasticsearch, erp, fastapi, figma, firebase, git, github, github actions, gitlab, gitlab ci, go, hive, html, huggingface, illustrator, integration testing, ionic, ios, javascript, jenkins, jira, junit, kotlin, leadership, linux, machine learning, mariadb, matplotlib, mercurial, microservices, ml, natural language processing, networking, neural networks, nginx, objective-c, oop, power bi, powershell, problem solving, r, rails, react native, redis, rest api, ruby on rails, rust, scikit-learn, scipy, security, selenium, sharepoint, solid, solidity, spring, spring boot, sql, sql server, sqlite, statistics, swift, swiftui, system design, tailwind, tcp/ip, teamwork, typescript, unit testing, unix, vite, web3, webpack, websocket, xamarin, xml"
